URT4ORQCPMw_300_600_190_0,190.0,NBCNews
URT4ORQCPMw_300_600_200_0,200.0,NBCNews
URT4ORQCPMw_300_600_210_0,210.0,NBCNews
URT4ORQCPMw_300_600_220_0,220.0,NBCNews
URT4ORQCPMw_300_600_230_0,230.0,NBCNews
URT4ORQCPMw_300_600_240_0,240.0,NBCNews
URT4ORQCPMw_300_600_250_0,250.0,NBCNews
URT4ORQCPMw_300_600_260_0,260.0,NBCNews
URT4ORQCPMw_300_600_270_0,270.0,NBCNews
URT4ORQCPMw_300_600_280_0,280.0,NBCNews
URT4ORQCPMw_300_600_290_0,290.0,NBCNews
6gPrMFJXshQ_600_900_20_0,20.0,NBCNews
6gPrMFJXshQ_600_900_30_0,30.0,NBCNews
6gPrMFJXshQ_600_900_40_0,40.0,NBCNews
6gPrMFJXshQ_600_900_50_0,50.0,NBCNews
6gPrMFJXshQ_600_900_60_0,60.0,NBCNews
6gPrMFJXshQ_600_900_70_0,70.0,NBCNews
6gPrMFJXshQ_600_900_80_0,80.0,NBCNews
6gPrMFJXshQ_600_900_90_0,90.0,NBCNews
6gPrMFJXshQ_600_900_100_0,100.0,NBCNews
6gPrMFJXshQ_600_900_110_0,110.0,NBCNews
6gPrMFJXshQ_600_900_120_0,120.0,NBCNews
6gPrMFJXshQ_600_900_130_0,130.0,NBCNews
6gPrMFJXshQ_600_900_140_0,140.0,NBCNews
6gPrMFJXshQ_600_900_150_0,150.0,NBCNews
6gPrMFJXshQ_600_900_160_0,160.0,NBCNews
6gPrMFJXshQ_600_900_170_0,170.0,NBCNews
6gPrMFJXshQ_600_900_180_0,180.0,NBCNews
6gPrMFJXshQ_600_900_190_0,190.0,NBCNews
6gPrMFJXshQ_600_900_200_0,200.0,NBCNews
6gPrMFJXshQ_600_900_210_0,210.0,NBCNews
6gPrMFJXshQ_600_900_220_0,220.0,NBCNews
6gPrMFJXshQ_600_900_230_0,230.0,NBCNews
6gPrMFJXshQ_600_900_240_0,240.0,NBCNews
6gPrMFJXshQ_600_900_250_0,250.0,NBCNews
6gPrMFJXshQ_600_900_260_0,260.0,NBCNews
6gPrMFJXshQ_600_900_270_0,270.0,NBCNews
6gPrMFJXshQ_600_900_280_0,280.0,NBCNews
6gPrMFJXshQ_300_600_20_0,20.0,NBCNews
6gPrMFJXshQ_300_600_30_0,30.0,NBCNews
6gPrMFJXshQ_300_600_40_0,40.0,NBCNews
6gPrMFJXshQ_300_600_50_0,50.0,NBCNews
6gPrMFJXshQ_300_600_60_0,60.0,NBCNews
6gPrMFJXshQ_300_600_70_0,70.0,NBCNews
6gPrMFJXshQ_300_600_80_0,80.0,NBCNews
6gPrMFJXshQ_300_600_90_0,90.0,NBCNews
6gPrMFJXshQ_300_600_100_0,100.0,NBCNews
6gPrMFJXshQ_300_600_110_0,110.0,NBCNews
6gPrMFJXshQ_300_600_120_0,120.0,NBCNews
6gPrMFJXshQ_300_600_130_0,130.0,NBCNews
6gPrMFJXshQ_300_600_140_0,140.0,NBCNews
6gPrMFJXshQ_300_600_150_0,150.0,NBCNews
6gPrMFJXshQ_300_600_160_0,160.0,NBCNews
6gPrMFJXshQ_300_600_170_0,170.0,NBCNews
6gPrMFJXshQ_300_600_180_0,180.0,NBCNews
6gPrMFJXshQ_300_600_190_0,190.0,NBCNews
6gPrMFJXshQ_300_600_200_0,200.0,NBCNews
6gPrMFJXshQ_300_600_210_0,210.0,NBCNews
6gPrMFJXshQ_300_600_220_0,220.0,NBCNews
6gPrMFJXshQ_300_600_230_0,230.0,NBCNews
6gPrMFJXshQ_300_600_240_0,240.0,NBCNews
6gPrMFJXshQ_300_600_250_0,250.0,NBCNews
6gPrMFJXshQ_300_600_260_0,260.0,NBCNews
6gPrMFJXshQ_300_600_270_0,270.0,NBCNews
6gPrMFJXshQ_300_600_280_0,280.0,NBCNews
6gPrMFJXshQ_300_600_290_0,290.0,NBCNews
6gPrMFJXshQ_900_1200_20_0,20.0,NBCNews
6gPrMFJXshQ_900_1200_30_0,30.0,NBCNews
6gPrMFJXshQ_900_1200_40_0,40.0,NBCNews
6gPrMFJXshQ_900_1200_50_0,50.0,NBCNews
6gPrMFJXshQ_900_1200_60_0,60.0,NBCNews
6gPrMFJXshQ_900_1200_70_0,70.0,NBCNews
6gPrMFJXshQ_900_1200_80_0,80.0,NBCNews
6gPrMFJXshQ_900_1200_90_0,90.0,NBCNews
6gPrMFJXshQ_900_1200_100_0,100.0,NBCNews
6gPrMFJXshQ_900_1200_110_0,110.0,NBCNews
6gPrMFJXshQ_900_1200_120_0,120.0,NBCNews
6gPrMFJXshQ_900_1200_130_0,130.0,NBCNews
6gPrMFJXshQ_900_1200_140_0,140.0,NBCNews
6gPrMFJXshQ_900_1200_150_0,150.0,NBCNews
6gPrMFJXshQ_900_1200_160_0,160.0,NBCNews
6gPrMFJXshQ_900_1200_170_0,170.0,NBCNews
6gPrMFJXshQ_900_1200_180_0,180.0,NBCNews
6gPrMFJXshQ_900_1200_190_0,190.0,NBCNews
6gPrMFJXshQ_900_1200_200_0,200.0,NBCNews
6gPrMFJXshQ_900_1200_210_0,210.0,NBCNews
6gPrMFJXshQ_900_1200_220_0,220.0,NBCNews
6gPrMFJXshQ_900_1200_230_0,230.0,NBCNews
6gPrMFJXshQ_900_1200_240_0,240.0,NBCNews
6gPrMFJXshQ_900_1200_250_0,250.0,NBCNews
6gPrMFJXshQ_900_1200_260_0,260.0,NBCNews
6gPrMFJXshQ_900_1200_270_0,270.0,NBCNews
6gPrMFJXshQ_900_1200_280_0,280.0,NBCNews
6gPrMFJXshQ_0_300_20_0,20.0,NBCNews
6gPrMFJXshQ_0_300_30_0,30.0,NBCNews
6gPrMFJXshQ_0_300_40_0,40.0,NBCNews
6gPrMFJXshQ_0_300_50_0,50.0,NBCNews
6gPrMFJXshQ_0_300_60_0,60.0,NBCNews
6gPrMFJXshQ_0_300_70_0,70.0,NBCNews
6gPrMFJXshQ_0_300_80_0,80.0,NBCNews
6gPrMFJXshQ_0_300_90_0,90.0,NBCNews
6gPrMFJXshQ_0_300_100_0,100.0,NBCNews
6gPrMFJXshQ_0_300_110_0,110.0,NBCNews
6gPrMFJXshQ_0_300_120_0,120.0,NBCNews
6gPrMFJXshQ_0_300_130_0,130.0,NBCNews
6gPrMFJXshQ_0_300_140_0,140.0,NBCNews
6gPrMFJXshQ_0_300_150_0,150.0,NBCNews
6gPrMFJXshQ_0_300_160_0,160.0,NBCNews
6gPrMFJXshQ_0_300_170_0,170.0,NBCNews
6gPrMFJXshQ_0_300_180_0,180.0,NBCNews
6gPrMFJXshQ_0_300_190_0,190.0,NBCNews
6gPrMFJXshQ_0_300_200_0,200.0,NBCNews
6gPrMFJXshQ_0_300_210_0,210.0,NBCNews
6gPrMFJXshQ_0_300_220_0,220.0,NBCNews
6gPrMFJXshQ_0_300_230_0,230.0,NBCNews
6gPrMFJXshQ_0_300_240_0,240.0,NBCNews
6gPrMFJXshQ_0_300_250_0,250.0,NBCNews
6gPrMFJXshQ_0_300_260_0,260.0,NBCNews
6gPrMFJXshQ_0_300_270_0,270.0,NBCNews
6gPrMFJXshQ_0_300_280_0,280.0,NBCNews
TbwTDiInWCs_0_300_20_0,20.0,NBCNews
TbwTDiInWCs_0_300_30_0,30.0,NBCNews
TbwTDiInWCs_0_300_40_0,40.0,NBCNews
TbwTDiInWCs_0_300_50_0,50.0,NBCNews
TbwTDiInWCs_0_300_60_0,60.0,NBCNews
TbwTDiInWCs_0_300_70_0,70.0,NBCNews
TbwTDiInWCs_0_300_80_0,80.0,NBCNews
TbwTDiInWCs_0_300_90_0,90.0,NBCNews
TbwTDiInWCs_0_300_100_0,100.0,NBCNews
TbwTDiInWCs_0_300_110_0,110.0,NBCNews
TbwTDiInWCs_0_300_120_0,120.0,NBCNews
TbwTDiInWCs_0_300_130_0,130.0,NBCNews
TbwTDiInWCs_0_300_140_0,140.0,NBCNews
TbwTDiInWCs_0_300_150_0,150.0,NBCNews
TbwTDiInWCs_0_300_160_0,160.0,NBCNews
TbwTDiInWCs_0_300_170_0,170.0,NBCNews
TbwTDiInWCs_0_300_180_0,180.0,NBCNews
TbwTDiInWCs_0_300_190_0,190.0,NBCNews
TbwTDiInWCs_0_300_200_0,200.0,NBCNews
TbwTDiInWCs_0_300_210_0,210.0,NBCNews
TbwTDiInWCs_0_300_220_0,220.0,NBCNews
TbwTDiInWCs_0_300_230_0,230.0,NBCNews
TbwTDiInWCs_0_300_240_0,240.0,NBCNews
TbwTDiInWCs_0_300_250_0,250.0,NBCNews
TbwTDiInWCs_0_300_260_0,260.0,NBCNews
TbwTDiInWCs_0_300_270_0,270.0,NBCNews
TbwTDiInWCs_300_600_20_0,20.0,NBCNews
TbwTDiInWCs_300_600_30_0,30.0,NBCNews
TbwTDiInWCs_300_600_40_0,40.0,NBCNews
TbwTDiInWCs_300_600_50_0,50.0,NBCNews
TbwTDiInWCs_300_600_60_0,60.0,NBCNews
TbwTDiInWCs_300_600_70_0,70.0,NBCNews
TbwTDiInWCs_300_600_80_0,80.0,NBCNews
TbwTDiInWCs_300_600_90_0,90.0,NBCNews
TbwTDiInWCs_300_600_100_0,100.0,NBCNews
TbwTDiInWCs_300_600_110_0,110.0,NBCNews
TbwTDiInWCs_300_600_120_0,120.0,NBCNews
TbwTDiInWCs_300_600_130_0,130.0,NBCNews
TbwTDiInWCs_300_600_140_0,140.0,NBCNews
TbwTDiInWCs_300_600_150_0,150.0,NBCNews
TbwTDiInWCs_300_600_160_0,160.0,NBCNews
TbwTDiInWCs_300_600_170_0,170.0,NBCNews
TbwTDiInWCs_300_600_180_0,180.0,NBCNews
TbwTDiInWCs_300_600_190_0,190.0,NBCNews
TbwTDiInWCs_300_600_200_0,200.0,NBCNews
TbwTDiInWCs_300_600_210_0,210.0,NBCNews
TbwTDiInWCs_300_600_220_0,220.0,NBCNews
TbwTDiInWCs_300_600_230_0,230.0,NBCNews
TbwTDiInWCs_300_600_240_0,240.0,NBCNews
TbwTDiInWCs_300_600_250_0,250.0,NBCNews
TbwTDiInWCs_300_600_260_0,260.0,NBCNews
TbwTDiInWCs_300_600_270_0,270.0,NBCNews
TbwTDiInWCs_300_600_280_0,280.0,NBCNews
TbwTDiInWCs_300_600_290_0,290.0,NBCNews
TbwTDiInWCs_600_900_20_0,20.0,NBCNews
TbwTDiInWCs_600_900_30_0,30.0,NBCNews
TbwTDiInWCs_600_900_40_0,40.0,NBCNews
TbwTDiInWCs_600_900_50_0,50.0,NBCNews
TbwTDiInWCs_600_900_60_0,60.0,NBCNews
TbwTDiInWCs_600_900_70_0,70.0,NBCNews
TbwTDiInWCs_600_900_80_0,80.0,NBCNews
TbwTDiInWCs_600_900_90_0,90.0,NBCNews
TbwTDiInWCs_600_900_100_0,100.0,NBCNews
TbwTDiInWCs_600_900_110_0,110.0,NBCNews
TbwTDiInWCs_600_900_120_0,120.0,NBCNews
TbwTDiInWCs_600_900_130_0,130.0,NBCNews
TbwTDiInWCs_600_900_140_0,140.0,NBCNews
TbwTDiInWCs_600_900_150_0,150.0,NBCNews
TbwTDiInWCs_600_900_160_0,160.0,NBCNews
TbwTDiInWCs_600_900_170_0,170.0,NBCNews
TbwTDiInWCs_600_900_180_0,180.0,NBCNews
TbwTDiInWCs_600_900_190_0,190.0,NBCNews
TbwTDiInWCs_600_900_200_0,200.0,NBCNews
TbwTDiInWCs_600_900_210_0,210.0,NBCNews
TbwTDiInWCs_600_900_220_0,220.0,NBCNews
TbwTDiInWCs_600_900_230_0,230.0,NBCNews
TbwTDiInWCs_600_900_240_0,240.0,NBCNews
TbwTDiInWCs_600_900_250_0,250.0,NBCNews
TbwTDiInWCs_600_900_260_0,260.0,NBCNews
TbwTDiInWCs_600_900_270_0,270.0,NBCNews
TbwTDiInWCs_600_900_280_0,280.0,NBCNews
TbwTDiInWCs_900_1200_20_0,20.0,NBCNews
TbwTDiInWCs_900_1200_30_0,30.0,NBCNews
TbwTDiInWCs_900_1200_40_0,40.0,NBCNews
TbwTDiInWCs_900_1200_50_0,50.0,NBCNews
TbwTDiInWCs_900_1200_60_0,60.0,NBCNews
TbwTDiInWCs_900_1200_70_0,70.0,NBCNews
TbwTDiInWCs_900_1200_80_0,80.0,NBCNews
TbwTDiInWCs_900_1200_90_0,90.0,NBCNews
TbwTDiInWCs_900_1200_100_0,100.0,NBCNews
TbwTDiInWCs_900_1200_110_0,110.0,NBCNews
TbwTDiInWCs_900_1200_120_0,120.0,NBCNews
TbwTDiInWCs_900_1200_130_0,130.0,NBCNews
TbwTDiInWCs_900_1200_140_0,140.0,NBCNews
TbwTDiInWCs_900_1200_150_0,150.0,NBCNews
TbwTDiInWCs_900_1200_160_0,160.0,NBCNews
TbwTDiInWCs_900_1200_170_0,170.0,NBCNews
TbwTDiInWCs_900_1200_180_0,180.0,NBCNews
TbwTDiInWCs_900_1200_190_0,190.0,NBCNews
TbwTDiInWCs_900_1200_200_0,200.0,NBCNews
TbwTDiInWCs_900_1200_210_0,210.0,NBCNews
TbwTDiInWCs_900_1200_220_0,220.0,NBCNews
TbwTDiInWCs_900_1200_230_0,230.0,NBCNews
TbwTDiInWCs_900_1200_240_0,240.0,NBCNews
TbwTDiInWCs_900_1200_250_0,250.0,NBCNews
TbwTDiInWCs_900_1200_260_0,260.0,NBCNews
TbwTDiInWCs_900_1200_270_0,270.0,NBCNews
TbwTDiInWCs_900_1200_280_0,280.0,NBCNews
TbwTDiInWCs_900_1200_290_0,290.0,NBCNews
8S8K-Fwy9Ng_900_1200_20_0,20.0,NBCNews
8S8K-Fwy9Ng_900_1200_30_0,30.0,NBCNews
8S8K-Fwy9Ng_900_1200_40_0,40.0,NBCNews
8S8K-Fwy9Ng_900_1200_50_0,50.0,NBCNews
8S8K-Fwy9Ng_900_1200_60_0,60.0,NBCNews
8S8K-Fwy9Ng_900_1200_70_0,70.0,NBCNews
8S8K-Fwy9Ng_900_1200_80_0,80.0,NBCNews
8S8K-Fwy9Ng_900_1200_90_0,90.0,NBCNews
8S8K-Fwy9Ng_900_1200_100_0,100.0,NBCNews
8S8K-Fwy9Ng_900_1200_110_0,110.0,NBCNews
8S8K-Fwy9Ng_900_1200_120_0,120.0,NBCNews
8S8K-Fwy9Ng_900_1200_130_0,130.0,NBCNews
8S8K-Fwy9Ng_900_1200_140_0,140.0,NBCNews
8S8K-Fwy9Ng_900_1200_150_0,150.0,NBCNews
8S8K-Fwy9Ng_900_1200_160_0,160.0,NBCNews
8S8K-Fwy9Ng_900_1200_170_0,170.0,NBCNews
8S8K-Fwy9Ng_900_1200_180_0,180.0,NBCNews
8S8K-Fwy9Ng_900_1200_190_0,190.0,NBCNews
8S8K-Fwy9Ng_900_1200_200_0,200.0,NBCNews
8S8K-Fwy9Ng_900_1200_210_0,210.0,NBCNews
8S8K-Fwy9Ng_900_1200_220_0,220.0,NBCNews
8S8K-Fwy9Ng_900_1200_230_0,230.0,NBCNews
8S8K-Fwy9Ng_900_1200_240_0,240.0,NBCNews
8S8K-Fwy9Ng_900_1200_250_0,250.0,NBCNews
8S8K-Fwy9Ng_900_1200_260_0,260.0,NBCNews
8S8K-Fwy9Ng_900_1200_270_0,270.0,NBCNews
8S8K-Fwy9Ng_900_1200_280_0,280.0,NBCNews
8S8K-Fwy9Ng_0_300_20_0,20.0,NBCNews
8S8K-Fwy9Ng_0_300_30_0,30.0,NBCNews
8S8K-Fwy9Ng_0_300_40_0,40.0,NBCNews
8S8K-Fwy9Ng_0_300_50_0,50.0,NBCNews
8S8K-Fwy9Ng_0_300_60_0,60.0,NBCNews
8S8K-Fwy9Ng_0_300_70_0,70.0,NBCNews
8S8K-Fwy9Ng_0_300_80_0,80.0,NBCNews
8S8K-Fwy9Ng_0_300_90_0,90.0,NBCNews
8S8K-Fwy9Ng_0_300_100_0,100.0,NBCNews
8S8K-Fwy9Ng_0_300_110_0,110.0,NBCNews
8S8K-Fwy9Ng_0_300_120_0,120.0,NBCNews
8S8K-Fwy9Ng_0_300_130_0,130.0,NBCNews
8S8K-Fwy9Ng_0_300_140_0,140.0,NBCNews
8S8K-Fwy9Ng_0_300_150_0,150.0,NBCNews
8S8K-Fwy9Ng_0_300_160_0,160.0,NBCNews
8S8K-Fwy9Ng_0_300_170_0,170.0,NBCNews
8S8K-Fwy9Ng_0_300_180_0,180.0,NBCNews
8S8K-Fwy9Ng_0_300_190_0,190.0,NBCNews
8S8K-Fwy9Ng_0_300_200_0,200.0,NBCNews
8S8K-Fwy9Ng_0_300_210_0,210.0,NBCNews
8S8K-Fwy9Ng_0_300_220_0,220.0,NBCNews
8S8K-Fwy9Ng_0_300_230_0,230.0,NBCNews
8S8K-Fwy9Ng_0_300_240_0,240.0,NBCNews
8S8K-Fwy9Ng_0_300_250_0,250.0,NBCNews
8S8K-Fwy9Ng_0_300_260_0,260.0,NBCNews
8S8K-Fwy9Ng_0_300_270_0,270.0,NBCNews
8S8K-Fwy9Ng_0_300_280_0,280.0,NBCNews
8S8K-Fwy9Ng_600_900_20_0,20.0,NBCNews
8S8K-Fwy9Ng_600_900_30_0,30.0,NBCNews
8S8K-Fwy9Ng_600_900_40_0,40.0,NBCNews
8S8K-Fwy9Ng_600_900_50_0,50.0,NBCNews
8S8K-Fwy9Ng_600_900_60_0,60.0,NBCNews
8S8K-Fwy9Ng_600_900_70_0,70.0,NBCNews
8S8K-Fwy9Ng_600_900_80_0,80.0,NBCNews
8S8K-Fwy9Ng_600_900_90_0,90.0,NBCNews
8S8K-Fwy9Ng_600_900_100_0,100.0,NBCNews
8S8K-Fwy9Ng_600_900_110_0,110.0,NBCNews
8S8K-Fwy9Ng_600_900_120_0,120.0,NBCNews
8S8K-Fwy9Ng_600_900_130_0,130.0,NBCNews
8S8K-Fwy9Ng_600_900_140_0,140.0,NBCNews
8S8K-Fwy9Ng_600_900_150_0,150.0,NBCNews
8S8K-Fwy9Ng_600_900_160_0,160.0,NBCNews
8S8K-Fwy9Ng_600_900_170_0,170.0,NBCNews
8S8K-Fwy9Ng_600_900_180_0,180.0,NBCNews
8S8K-Fwy9Ng_600_900_190_0,190.0,NBCNews
8S8K-Fwy9Ng_600_900_200_0,200.0,NBCNews
8S8K-Fwy9Ng_600_900_210_0,210.0,NBCNews
8S8K-Fwy9Ng_600_900_220_0,220.0,NBCNews
8S8K-Fwy9Ng_600_900_230_0,230.0,NBCNews
8S8K-Fwy9Ng_600_900_240_0,240.0,NBCNews
8S8K-Fwy9Ng_600_900_250_0,250.0,NBCNews
8S8K-Fwy9Ng_600_900_260_0,260.0,NBCNews
8S8K-Fwy9Ng_600_900_270_0,270.0,NBCNews
8S8K-Fwy9Ng_600_900_280_0,280.0,NBCNews
8S8K-Fwy9Ng_600_900_290_0,290.0,NBCNews
8S8K-Fwy9Ng_300_600_20_0,20.0,NBCNews
8S8K-Fwy9Ng_300_600_30_0,30.0,NBCNews
8S8K-Fwy9Ng_300_600_40_0,40.0,NBCNews
8S8K-Fwy9Ng_300_600_50_0,50.0,NBCNews
8S8K-Fwy9Ng_300_600_60_0,60.0,NBCNews
8S8K-Fwy9Ng_300_600_70_0,70.0,NBCNews
8S8K-Fwy9Ng_300_600_80_0,80.0,NBCNews
8S8K-Fwy9Ng_300_600_90_0,90.0,NBCNews
8S8K-Fwy9Ng_300_600_100_0,100.0,NBCNews
8S8K-Fwy9Ng_300_600_110_0,110.0,NBCNews
8S8K-Fwy9Ng_300_600_120_0,120.0,NBCNews
8S8K-Fwy9Ng_300_600_130_0,130.0,NBCNews
8S8K-Fwy9Ng_300_600_140_0,140.0,NBCNews
8S8K-Fwy9Ng_300_600_150_0,150.0,NBCNews
8S8K-Fwy9Ng_300_600_160_0,160.0,NBCNews
8S8K-Fwy9Ng_300_600_170_0,170.0,NBCNews
8S8K-Fwy9Ng_300_600_180_0,180.0,NBCNews
8S8K-Fwy9Ng_300_600_190_0,190.0,NBCNews
8S8K-Fwy9Ng_300_600_200_0,200.0,NBCNews
8S8K-Fwy9Ng_300_600_210_0,210.0,NBCNews
8S8K-Fwy9Ng_300_600_220_0,220.0,NBCNews
8S8K-Fwy9Ng_300_600_230_0,230.0,NBCNews
8S8K-Fwy9Ng_300_600_240_0,240.0,NBCNews
8S8K-Fwy9Ng_300_600_250_0,250.0,NBCNews
8S8K-Fwy9Ng_300_600_260_0,260.0,NBCNews
8S8K-Fwy9Ng_300_600_270_0,270.0,NBCNews
8S8K-Fwy9Ng_300_600_280_0,280.0,NBCNews
8S8K-Fwy9Ng_300_600_290_0,290.0,NBCNews
fo90bfLZjhU_900_1200_20_0,20.0,NBCNews
fo90bfLZjhU_900_1200_30_0,30.0,NBCNews
fo90bfLZjhU_900_1200_40_0,40.0,NBCNews
fo90bfLZjhU_900_1200_50_0,50.0,NBCNews
fo90bfLZjhU_900_1200_60_0,60.0,NBCNews
fo90bfLZjhU_900_1200_70_0,70.0,NBCNews
fo90bfLZjhU_900_1200_80_0,80.0,NBCNews
fo90bfLZjhU_900_1200_90_0,90.0,NBCNews
fo90bfLZjhU_900_1200_100_0,100.0,NBCNews
fo90bfLZjhU_900_1200_110_0,110.0,NBCNews
fo90bfLZjhU_900_1200_120_0,120.0,NBCNews
fo90bfLZjhU_900_1200_130_0,130.0,NBCNews
fo90bfLZjhU_900_1200_140_0,140.0,NBCNews
fo90bfLZjhU_900_1200_150_0,150.0,NBCNews
fo90bfLZjhU_900_1200_160_0,160.0,NBCNews
fo90bfLZjhU_900_1200_170_0,170.0,NBCNews
fo90bfLZjhU_900_1200_180_0,180.0,NBCNews
fo90bfLZjhU_900_1200_190_0,190.0,NBCNews
fo90bfLZjhU_900_1200_200_0,200.0,NBCNews
fo90bfLZjhU_900_1200_210_0,210.0,NBCNews
fo90bfLZjhU_900_1200_220_0,220.0,NBCNews
fo90bfLZjhU_900_1200_230_0,230.0,NBCNews
fo90bfLZjhU_900_1200_240_0,240.0,NBCNews
fo90bfLZjhU_900_1200_250_0,250.0,NBCNews
fo90bfLZjhU_900_1200_260_0,260.0,NBCNews
fo90bfLZjhU_900_1200_270_0,270.0,NBCNews
fo90bfLZjhU_900_1200_280_0,280.0,NBCNews
fo90bfLZjhU_300_600_20_0,20.0,NBCNews
fo90bfLZjhU_300_600_30_0,30.0,NBCNews
fo90bfLZjhU_300_600_40_0,40.0,NBCNews
fo90bfLZjhU_300_600_50_0,50.0,NBCNews
fo90bfLZjhU_300_600_60_0,60.0,NBCNews
fo90bfLZjhU_300_600_70_0,70.0,NBCNews
fo90bfLZjhU_300_600_80_0,80.0,NBCNews
fo90bfLZjhU_300_600_90_0,90.0,NBCNews
fo90bfLZjhU_300_600_100_0,100.0,NBCNews
fo90bfLZjhU_300_600_110_0,110.0,NBCNews
fo90bfLZjhU_300_600_120_0,120.0,NBCNews
fo90bfLZjhU_300_600_130_0,130.0,NBCNews
fo90bfLZjhU_300_600_140_0,140.0,NBCNews
fo90bfLZjhU_300_600_150_0,150.0,NBCNews
fo90bfLZjhU_300_600_160_0,160.0,NBCNews
fo90bfLZjhU_300_600_170_0,170.0,NBCNews
fo90bfLZjhU_300_600_180_0,180.0,NBCNews
fo90bfLZjhU_300_600_190_0,190.0,NBCNews
fo90bfLZjhU_300_600_200_0,200.0,NBCNews
fo90bfLZjhU_300_600_210_0,210.0,NBCNews
fo90bfLZjhU_300_600_220_0,220.0,NBCNews
fo90bfLZjhU_300_600_230_0,230.0,NBCNews
fo90bfLZjhU_300_600_240_0,240.0,NBCNews
fo90bfLZjhU_300_600_250_0,250.0,NBCNews
fo90bfLZjhU_300_600_260_0,260.0,NBCNews
fo90bfLZjhU_300_600_270_0,270.0,NBCNews
fo90bfLZjhU_300_600_280_0,280.0,NBCNews
fo90bfLZjhU_300_600_290_0,290.0,NBCNews
fo90bfLZjhU_0_300_20_0,20.0,NBCNews
fo90bfLZjhU_0_300_30_0,30.0,NBCNews
fo90bfLZjhU_0_300_40_0,40.0,NBCNews
fo90bfLZjhU_0_300_50_0,50.0,NBCNews
fo90bfLZjhU_0_300_60_0,60.0,NBCNews
fo90bfLZjhU_0_300_70_0,70.0,NBCNews
fo90bfLZjhU_0_300_80_0,80.0,NBCNews
fo90bfLZjhU_0_300_90_0,90.0,NBCNews
fo90bfLZjhU_0_300_100_0,100.0,NBCNews
fo90bfLZjhU_0_300_110_0,110.0,NBCNews
fo90bfLZjhU_0_300_120_0,120.0,NBCNews
fo90bfLZjhU_0_300_130_0,130.0,NBCNews
fo90bfLZjhU_0_300_140_0,140.0,NBCNews
fo90bfLZjhU_0_300_150_0,150.0,NBCNews
fo90bfLZjhU_0_300_160_0,160.0,NBCNews
fo90bfLZjhU_0_300_170_0,170.0,NBCNews
fo90bfLZjhU_0_300_180_0,180.0,NBCNews
fo90bfLZjhU_0_300_190_0,190.0,NBCNews
fo90bfLZjhU_0_300_200_0,200.0,NBCNews
fo90bfLZjhU_0_300_210_0,210.0,NBCNews
fo90bfLZjhU_0_300_220_0,220.0,NBCNews
fo90bfLZjhU_0_300_230_0,230.0,NBCNews
fo90bfLZjhU_0_300_240_0,240.0,NBCNews
fo90bfLZjhU_0_300_250_0,250.0,NBCNews
fo90bfLZjhU_0_300_260_0,260.0,NBCNews
fo90bfLZjhU_0_300_270_0,270.0,NBCNews
fo90bfLZjhU_0_300_280_0,280.0,NBCNews
fo90bfLZjhU_600_900_20_0,20.0,NBCNews
fo90bfLZjhU_600_900_30_0,30.0,NBCNews
fo90bfLZjhU_600_900_40_0,40.0,NBCNews
fo90bfLZjhU_600_900_50_0,50.0,NBCNews
fo90bfLZjhU_600_900_60_0,60.0,NBCNews
fo90bfLZjhU_600_900_70_0,70.0,NBCNews
fo90bfLZjhU_600_900_80_0,80.0,NBCNews
fo90bfLZjhU_600_900_90_0,90.0,NBCNews
fo90bfLZjhU_600_900_100_0,100.0,NBCNews
fo90bfLZjhU_600_900_110_0,110.0,NBCNews
fo90bfLZjhU_600_900_120_0,120.0,NBCNews
fo90bfLZjhU_600_900_130_0,130.0,NBCNews
fo90bfLZjhU_600_900_140_0,140.0,NBCNews
fo90bfLZjhU_600_900_150_0,150.0,NBCNews
fo90bfLZjhU_600_900_160_0,160.0,NBCNews
fo90bfLZjhU_600_900_170_0,170.0,NBCNews
fo90bfLZjhU_600_900_180_0,180.0,NBCNews
fo90bfLZjhU_600_900_190_0,190.0,NBCNews
fo90bfLZjhU_600_900_200_0,200.0,NBCNews
fo90bfLZjhU_600_900_210_0,210.0,NBCNews
fo90bfLZjhU_600_900_220_0,220.0,NBCNews
fo90bfLZjhU_600_900_230_0,230.0,NBCNews
fo90bfLZjhU_600_900_240_0,240.0,NBCNews
fo90bfLZjhU_600_900_250_0,250.0,NBCNews
fo90bfLZjhU_600_900_260_0,260.0,NBCNews
fo90bfLZjhU_600_900_270_0,270.0,NBCNews
fo90bfLZjhU_600_900_280_0,280.0,NBCNews
fo90bfLZjhU_600_900_290_0,290.0,NBCNews
B3kUOouVC1w_300_600_20_0,20.0,NBCNews
B3kUOouVC1w_300_600_30_0,30.0,NBCNews
B3kUOouVC1w_300_600_40_0,40.0,NBCNews
B3kUOouVC1w_300_600_50_0,50.0,NBCNews
B3kUOouVC1w_300_600_60_0,60.0,NBCNews
B3kUOouVC1w_300_600_70_0,70.0,NBCNews
B3kUOouVC1w_300_600_80_0,80.0,NBCNews
B3kUOouVC1w_300_600_90_0,90.0,NBCNews
B3kUOouVC1w_300_600_100_0,100.0,NBCNews
B3kUOouVC1w_300_600_110_0,110.0,NBCNews
B3kUOouVC1w_300_600_120_0,120.0,NBCNews
B3kUOouVC1w_300_600_130_0,130.0,NBCNews
B3kUOouVC1w_300_600_140_0,140.0,NBCNews
B3kUOouVC1w_300_600_150_0,150.0,NBCNews
